weapon,fire_count,hit,damage_0_rate,distance_mean,distance_min,distance_max,HeadShot,NeckShot,TorsoShot,PelvisShot,ArmShot,LegShot,NonSpecific,player_name
M416,22,0.091,0.75,9.25375,7.27,15.27,0.0,0.0,6.0,0.0,1.0,1.0,0.0,jwkWQFtpYm
Beryl M762,24,0.292,0.0,8.222857142857142,2.16,26.53,0.0,0.0,7.0,0.0,0.0,0.0,0.0,mingqiuT
Frag Grenade,1,0.0,1.0,32.42,32.42,32.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mingqiuT
ACE32,16,0.188,0.0,18.786666666666665,17.81,20.28,0.0,0.0,2.0,0.0,0.0,1.0,0.0,WE_S686_2
MP5K,60,0.117,0.631578947368421,5.343157894736842,2.01,22.82,2.0,0.0,11.0,3.0,2.0,1.0,0.0,6K22
SCAR-L,12,0.0,1.0,6.25,6.16,6.36,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6K22
AUG,14,0.286,0.3333333333333333,16.218333333333334,16.2,16.31,0.0,0.0,1.0,4.0,0.0,1.0,0.0,yzxsgb
Mk12,14,0.214,0.625,65.45625,2.54,128.16,1.0,0.0,5.0,1.0,0.0,1.0,0.0,yzxsgb
Frag Grenade,1,2.0,0.0,27.255000000000003,25.01,29.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ebXnQUl
M416,67,0.179,0.4782608695652174,10.350434782608696,1.78,24.76,2.0,0.0,15.0,3.0,1.0,2.0,0.0,ebXnQUl
MG3,47,0.085,0.0,37.1725,29.85,58.47,0.0,0.0,1.0,0.0,1.0,2.0,0.0,ebXnQUl
ACE32,30,0.1,0.0,93.02333333333333,92.86,93.26,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Wwe03-8
Kar98k,18,0.167,0.25,143.8175,121.88,161.62,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Wwe03-8
Frag Grenade,1,1.0,0.6666666666666666,41.63666666666666,35.31,51.14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7CH_18CM
Mini14,16,0.062,0.8333333333333334,95.53166666666668,92.29,96.52,2.0,0.0,1.0,2.0,0.0,1.0,0.0,Vikr_am
Beryl M762,49,0.082,0.6363636363636364,16.26090909090909,14.11,22.93,3.0,0.0,4.0,4.0,0.0,0.0,0.0,9luOeGZ
AUG,102,0.01,0.5,120.45,116.76,124.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,bengqiaqia666
MP5K,27,0.111,0.25,6.565,4.35,13.15,2.0,0.0,1.0,0.0,1.0,0.0,0.0,kar98k__qidai
MP5K,24,0.208,0.5454545454545454,21.933636363636364,6.03,34.26,4.0,0.0,5.0,0.0,2.0,0.0,0.0,QN_0914
AKM,12,0.25,0.0,37.83,21.31,70.86,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Zhan___Lang
ACE32,36,0.167,0.0,47.531666666666666,1.84,56.71,0.0,0.0,4.0,0.0,1.0,1.0,0.0,BY71
Kar98k,3,0.333,0.0,83.37,83.37,83.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,BY71
M16A4,38,0.105,0.0,11.875,1.54,42.49,0.0,0.0,3.0,0.0,0.0,1.0,0.0,BY71
Frag Grenade,1,1.0,0.5,2.745,2.45,3.04,0.0,0.0,0.0,0.0,0.0,0.0,2.0,j2sdkPorje
Kar98k,26,0.115,0.0,137.79999999999998,97.27,158.36,1.0,0.0,2.0,0.0,0.0,0.0,0.0,j2sdkPorje
AKM,75,0.107,0.6,35.727,13.25,102.28,0.0,0.0,6.0,3.0,1.0,10.0,0.0,9vty2n
M24,12,0.333,0.2,147.85,95.25,228.4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,9vty2n
Mk12,19,0.263,0.0,120.5,79.67,175.06,2.0,0.0,3.0,0.0,0.0,0.0,0.0,A-Liang312
AKM,28,0.107,0.0,49.620000000000005,48.99,50.11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,lei072324
Beryl M762,36,0.056,0.0,18.79,18.79,18.79,0.0,0.0,1.0,1.0,0.0,0.0,0.0,lei072324
Kar98k,28,0.107,0.0,220.66666666666666,175.96,282.22,0.0,0.0,3.0,0.0,0.0,0.0,0.0,lei072324
Mk12,92,0.098,0.0,205.05444444444444,157.15,433.24,0.0,0.0,6.0,1.0,1.0,1.0,0.0,lege-0714
Mk47 Mutant,49,0.061,0.0,415.3566666666666,414.26,417.55,0.0,0.0,1.0,0.0,0.0,2.0,0.0,lege-0714
MP5K,40,0.175,0.0,4.201428571428571,3.38,4.87,0.0,0.0,4.0,1.0,2.0,0.0,0.0,FFShimaomi-2006
Frag Grenade,1,2.0,0.0,7.39,3.11,11.67,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Ou0u
Vector,43,0.209,0.5,13.212777777777777,5.99,29.0,2.0,0.0,11.0,2.0,1.0,2.0,0.0,Ou0u
ACE32,48,0.042,0.5,6.6775,2.67,18.61,0.0,0.0,4.0,0.0,0.0,0.0,0.0,LuRenWang_Sun
AKM,17,0.059,0.0,33.57,33.57,33.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LuRenWang_Sun
Vector,42,0.119,0.6875,5.12,4.69,5.82,3.0,0.0,10.0,1.0,2.0,0.0,0.0,LuRenWang_Sun
M16A4,18,0.167,0.5714285714285714,9.981428571428571,6.86,12.54,2.0,0.0,4.0,0.0,0.0,1.0,0.0,saimodefuqin
M249,12,0.083,0.0,49.35,49.35,49.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,saimodefuqin
Mk12,13,0.385,0.2857142857142857,51.24571428571429,43.6,77.52,0.0,0.0,4.0,3.0,0.0,0.0,0.0,saimodefuqin
Mk47 Mutant,31,0.065,0.0,17.3,15.66,18.94,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Pai_Cloud
AUG,88,0.136,0.25,10.8825,2.1,18.67,1.0,0.0,10.0,0.0,2.0,3.0,0.0,NMTV__namor
Kar98k,4,0.25,0.0,304.53,304.53,304.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NMTV__namor
M16A4,38,0.132,0.375,81.11875,65.26,103.35,0.0,0.0,6.0,0.0,2.0,0.0,0.0,NMTV__namor
AKM,75,0.12,0.64,24.06,11.43,52.01,1.0,0.0,19.0,2.0,2.0,1.0,0.0,i1l7
M16A4,9,0.222,0.0,8.26,6.0,10.52,0.0,0.0,2.0,0.0,0.0,0.0,0.0,xiaopingdidi666
AUG,156,0.128,0.375,15.9571875,2.33,102.76,2.0,0.0,26.0,2.0,2.0,0.0,0.0,Aurora_ZJQ
Frag Grenade,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aurora_ZJQ
M249,49,0.102,0.4444444444444444,49.406666666666666,48.92,50.28,1.0,0.0,4.0,1.0,1.0,2.0,0.0,Tu--ying
AUG,18,0.056,0.0,23.95,23.95,23.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,WaRrorOne
ACE32,25,0.04,0.9166666666666666,3.3516666666666666,3.14,4.82,4.0,0.0,5.0,1.0,0.0,2.0,0.0,Zhou-BigDog
Beryl M762,37,0.162,0.625,10.491249999999999,0.91,23.31,3.0,0.0,11.0,0.0,2.0,0.0,0.0,Yiuu1_
Beryl M762,69,0.116,0.4666666666666667,16.086666666666666,7.78,29.92,3.0,0.0,10.0,1.0,0.0,1.0,0.0,Houzi-_
Frag Grenade,1,0.0,1.0,25.22,25.22,25.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Houzi-_
Micro UZI,47,0.085,0.7142857142857143,19.13,4.43,35.8,2.0,0.0,3.0,3.0,1.0,5.0,0.0,Houzi-_
Mini14,21,0.19,0.2,25.848000000000003,16.22,28.3,1.0,0.0,2.0,0.0,0.0,2.0,0.0,USNSx8hUM
M16A4,27,0.333,0.0,24.88222222222222,19.36,31.59,1.0,0.0,7.0,0.0,1.0,0.0,0.0,RM1616
AKM,21,0.238,0.4444444444444444,32.79777777777778,28.42,38.41,1.0,0.0,3.0,1.0,0.0,4.0,0.0,ALoen-Diablo
M416,46,0.0,1.0,31.755,28.92,45.45,0.0,0.0,4.0,0.0,1.0,1.0,0.0,ALoen-Diablo
M16A4,33,0.303,0.3333333333333333,22.658,3.34,63.88,0.0,0.0,10.0,1.0,0.0,4.0,0.0,i33-1
MP5K,36,0.111,0.0,23.775,23.65,23.9,0.0,0.0,2.0,1.0,1.0,0.0,0.0,Fengge-2025
SKS,62,0.161,0.09090909090909091,192.70818181818183,170.42,269.08,1.0,0.0,8.0,1.0,1.0,0.0,0.0,Fengge-2025
AKM,48,0.083,0.5555555555555556,9.177777777777777,2.11,12.15,2.0,0.0,5.0,0.0,0.0,2.0,0.0,woshixiaojingzi
Beryl M762,55,0.073,0.0,30.1675,15.63,55.02,0.0,0.0,2.0,0.0,1.0,1.0,0.0,woshixiaojingzi
AKM,193,0.083,0.4838709677419355,21.214193548387097,0.84,111.41,0.0,0.0,21.0,3.0,3.0,4.0,0.0,Trade--
Micro UZI,24,0.125,0.0,17.91,17.91,17.91,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Trade--
VSS,6,0.167,0.0,27.42,27.42,27.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,aoligei291
M24,5,0.2,0.0,82.57,82.57,82.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PUJXfcPOu
M249,60,0.05,0.0,31.49666666666667,31.43,31.53,1.0,0.0,1.0,0.0,1.0,0.0,0.0,PUJXfcPOu
M249,69,0.058,0.6666666666666666,3.2616666666666667,2.54,4.21,0.0,0.0,8.0,1.0,1.0,2.0,0.0,Onlooker-vip
SCAR-L,11,0.182,0.5,35.230000000000004,34.99,35.31,1.0,0.0,3.0,0.0,0.0,0.0,0.0,Onlooker-vip
Beryl M762,51,0.118,0.3333333333333333,16.545555555555556,12.4,18.96,2.0,0.0,6.0,1.0,0.0,0.0,0.0,lgxen4nue
Frag Grenade,2,0.5,0.0,9.61,9.61,9.61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,lgxen4nue
Mini14,5,0.4,0.0,192.985,174.98,210.99,1.0,0.0,1.0,0.0,0.0,0.0,0.0,lgxen4nue
M416,21,0.095,0.0,2.375,2.17,2.58,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2rann
ACE32,94,0.085,0.6666666666666666,32.17958333333333,27.42,39.73,3.0,0.0,9.0,4.0,3.0,5.0,0.0,Zky-0611-
SCAR-L,25,0.04,0.0,36.67,36.67,36.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Zky-0611-
AKM,30,0.1,0.7,8.751999999999999,6.56,10.74,1.0,0.0,4.0,4.0,0.0,1.0,0.0,1ikeyuyu
AUG,68,0.235,0.30434782608695654,20.739565217391306,9.15,39.68,1.0,0.0,14.0,1.0,6.0,1.0,0.0,1ikeyuyu
Frag Grenade,4,0.25,0.0,15.9,15.9,15.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1ikeyuyu
M24,7,0.286,0.0,289.445,250.69,328.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1ikeyuyu
MP5K,30,0.033,0.0,5.79,5.79,5.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1ikeyuyu
AUG,30,0.1,0.0,61.199999999999996,59.93,61.92,0.0,0.0,2.0,0.0,1.0,0.0,0.0,GuMeng_six
Mk12,109,0.055,0.0,324.73333333333335,252.79,417.55,0.0,0.0,0.0,1.0,2.0,3.0,0.0,GuMeng_six
Micro UZI,40,0.05,0.0,32.43000000000001,32.34,32.52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,usolr
ACE32,12,0.25,0.0,9.336666666666666,9.33,9.34,0.0,0.0,3.0,0.0,0.0,0.0,0.0,OOQ6tFs0ADSai
AUG,12,0.167,0.0,10.315000000000001,10.31,10.32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0Sawyer0
AUG,13,0.0,1.0,8.305,8.22,8.39,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Rascal__Man
Frag Grenade,2,0.5,0.5,19.755000000000003,19.34,20.17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Rascal__Man
M24,58,0.155,0.25,428.6666666666667,359.26,466.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,Rascal__Man
ACE32,83,0.084,0.5333333333333333,43.53733333333333,15.61,133.22,3.0,0.0,9.0,2.0,1.0,0.0,0.0,UncleWangHX
Beryl M762,45,0.111,0.2857142857142857,22.517142857142858,3.09,26.66,0.0,0.0,5.0,1.0,0.0,1.0,0.0,wobuyaoguake
Frag Grenade,3,0.667,0.0,1.82,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,wobuyaoguake
Kar98k,1,1.0,0.0,70.31,70.31,70.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wobuyaoguake
AUG,27,0.037,0.8571428571428571,4.162857142857143,1.8,4.63,0.0,0.0,6.0,0.0,0.0,1.0,0.0,DY-dkpq32
AUG,28,0.179,0.0,20.584,20.41,20.84,0.0,0.0,4.0,0.0,0.0,1.0,0.0,xihuyaya
ACE32,10,0.1,0.0,4.78,4.78,4.78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1vnUKzi
M416,37,0.162,0.0,50.71333333333333,46.27,57.36,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1vnUKzi
P90,81,0.062,0.0,13.559999999999999,2.32,42.35,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1vnUKzi
ACE32,54,0.019,0.8,4.048,2.83,5.86,1.0,0.0,3.0,1.0,0.0,0.0,0.0,chenlongdadage
AUG,16,0.25,0.0,15.835,14.9,16.51,0.0,0.0,3.0,0.0,1.0,0.0,0.0,chenlongdadage
Mk47 Mutant,1,1.0,0.0,2.12,2.12,2.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,chenlongdadage
SKS,20,0.1,0.6,260.02,258.23,262.96,2.0,0.0,3.0,0.0,0.0,0.0,0.0,chenlongdadage
Micro UZI,32,0.031,0.9411764705882353,4.21235294117647,2.18,7.53,2.0,0.0,12.0,0.0,2.0,1.0,0.0,jialdn
MP5K,28,0.25,0.2222222222222222,35.135555555555555,8.7,53.18,2.0,0.0,4.0,0.0,3.0,0.0,0.0,C-NiMB399
VSS,76,0.079,0.14285714285714285,100.47714285714285,88.41,105.49,3.0,0.0,3.0,0.0,0.0,1.0,0.0,C-NiMB399
AUG,47,0.064,0.25,40.695,13.18,113.43,3.0,0.0,1.0,0.0,0.0,0.0,0.0,xuchangan123
Thompson,48,0.125,0.3333333333333333,16.461111111111112,12.79,28.73,1.0,0.0,7.0,0.0,1.0,0.0,0.0,ak-bbbbb-
UMP45,29,0.034,0.0,56.13,56.13,56.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Forever-Exist
Beryl M762,88,0.057,0.2857142857142857,80.45285714285716,9.19,136.96,2.0,0.0,5.0,0.0,0.0,0.0,0.0,LWJZZZai
MP5K,22,0.045,0.0,68.63,68.63,68.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HM-778
SKS,15,0.0,1.0,11.51,11.51,11.51,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3Y666
Beryl M762,39,0.077,0.4,23.354,22.65,24.12,1.0,0.0,3.0,1.0,0.0,0.0,0.0,00sneaker00
AUG,60,0.067,0.2,54.372,44.09,69.84,3.0,0.0,2.0,0.0,0.0,0.0,0.0,007_01588
Mk12,7,0.143,0.0,240.5,240.5,240.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,007_01588
ACE32,26,0.077,0.7777777777777778,1.5122222222222221,1.03,1.84,1.0,0.0,3.0,4.0,0.0,1.0,0.0,lego008
Mk12,5,0.4,0.0,102.775,102.73,102.82,0.0,0.0,2.0,0.0,0.0,0.0,0.0,lego008
MG3,47,0.255,0.07692307692307693,27.71923076923077,8.78,37.72,0.0,0.0,9.0,1.0,2.0,1.0,0.0,TwonMfTZ
Mk12,28,0.107,0.0,109.11,85.02,157.29,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Lz6666BUG
AUG,40,0.175,0.36363636363636365,15.22272727272727,6.86,25.14,0.0,0.0,5.0,2.0,3.0,1.0,0.0,Aishat_
Mk12,224,0.036,0.2,374.228,263.17,466.91,3.0,0.0,4.0,2.0,0.0,1.0,0.0,Aishat_
AUG,75,0.053,0.0,63.8325,26.91,79.67,1.0,0.0,2.0,0.0,1.0,0.0,0.0,GX-XiaoChen
Frag Grenade,2,0.5,0.0,9.77,9.77,9.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GX-XiaoChen
UMP45,22,0.091,0.8666666666666667,1.7226666666666666,1.04,2.3,2.0,0.0,7.0,3.0,1.0,2.0,0.0,GX-XiaoChen
ACE32,25,0.04,0.0,10.75,10.75,10.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,posui1e
MP5K,48,0.104,0.2857142857142857,40.21142857142858,3.72,46.69,2.0,0.0,2.0,1.0,1.0,1.0,0.0,X1aoZzzzz_
AUG,30,0.133,0.2,38.965999999999994,29.6,76.33,2.0,0.0,1.0,1.0,0.0,1.0,0.0,HERO0123-
Frag Grenade,1,2.0,0.0,19.91,18.34,21.48,0.0,0.0,0.0,0.0,0.0,0.0,2.0,HERO0123-
UMP45,7,0.143,0.0,6.24,6.24,6.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Dfokk-
Vector,159,0.101,0.0,36.59875,14.37,73.34,1.0,0.0,9.0,0.0,4.0,2.0,0.0,DDz_Xxxx
AKM,41,0.073,0.5714285714285714,34.32714285714285,6.63,70.85,0.0,0.0,4.0,3.0,0.0,0.0,0.0,OG_GuiJi
AUG,75,0.133,0.5,13.3435,5.6,34.01,4.0,0.0,16.0,0.0,0.0,0.0,0.0,fbNf5V896z
Frag Grenade,2,0.5,0.0,38.44,38.44,38.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,fbNf5V896z
M24,14,0.571,0.1111111111111111,163.21555555555557,78.03,359.16,3.0,0.0,5.0,1.0,0.0,0.0,0.0,fbNf5V896z
SCAR-L,21,0.286,0.4,24.676,15.69,26.91,1.0,0.0,9.0,0.0,0.0,0.0,0.0,fbNf5V896z
AUG,32,0.094,0.5714285714285714,32.22428571428571,31.93,32.94,0.0,0.0,6.0,0.0,0.0,1.0,0.0,ThanhTunqisme
Mk12,35,0.029,0.0,280.43,280.43,280.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ThanhTunqisme
Mk12,5,0.4,0.0,83.95500000000001,83.73,84.18,0.0,0.0,2.0,0.0,0.0,0.0,0.0,NocIsPeak
AUG,153,0.033,0.782608695652174,9.337826086956522,5.01,14.59,6.0,0.0,7.0,4.0,1.0,5.0,0.0,Wxr-911
M24,18,0.111,0.0,118.86000000000001,114.68,123.04,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Wxr-911
SKS,11,0.0,1.0,1.98125,1.77,2.05,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Wxr-911
AKM,40,0.0,1.0,51.61,51.61,51.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,KuKu12345d6fd
Beryl M762,60,0.017,0.0,110.97,110.97,110.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,KuKu12345d6fd
ACE32,100,0.05,0.6153846153846154,30.54769230769231,15.49,146.33,0.0,0.0,10.0,1.0,1.0,1.0,0.0,Bili_WaWaYun
Frag Grenade,3,0.667,0.3333333333333333,36.61333333333334,34.01,38.74,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Bili_WaWaYun
Mk12,86,0.058,0.16666666666666666,242.50166666666667,183.26,323.54,0.0,0.0,4.0,1.0,1.0,0.0,0.0,Bili_WaWaYun
AUG,20,0.3,0.14285714285714285,8.904285714285715,0.72,12.37,0.0,0.0,7.0,0.0,0.0,0.0,0.0,lilylove_-
Vector,102,0.088,0.3076923076923077,10.512307692307692,5.7,31.07,2.0,0.0,10.0,1.0,0.0,0.0,0.0,DIMWQUI
Micro UZI,90,0.044,0.6363636363636364,8.961818181818181,5.53,17.2,2.0,0.0,8.0,0.0,0.0,1.0,0.0,HM-Lwhao
Molotov Cocktail,1,1.0,0.0,13.55,13.55,13.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,HM-Lwhao
AUG,62,0.032,0.75,24.22875,6.9,103.04,2.0,0.0,4.0,1.0,1.0,0.0,0.0,CarrkEuphemia
AUG,221,0.036,0.5555555555555556,5.450555555555556,1.09,15.35,2.0,0.0,10.0,3.0,1.0,2.0,0.0,Emperor_Hyw
Frag Grenade,2,1.0,0.0,49.515,49.46,49.57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Emperor_Hyw
Mini14,151,0.06,0.1,103.559,53.03,169.67,2.0,0.0,6.0,0.0,0.0,2.0,0.0,Emperor_Hyw
Mk14,3,0.667,0.0,117.095,116.98,117.21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Emperor_Hyw
AUG,40,0.05,0.0,52.465,44.09,60.84,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Unucom-
Mini14,19,0.263,0.16666666666666666,155.56833333333333,136.67,245.43,0.0,0.0,5.0,1.0,0.0,0.0,0.0,Unucom-
AKM,42,0.143,0.625,22.915625,15.64,72.31,1.0,0.0,10.0,0.0,0.0,5.0,0.0,Soul_Swing
ACE32,20,0.3,0.14285714285714285,4.2,1.83,5.99,0.0,0.0,4.0,2.0,1.0,0.0,0.0,Sunflower_CiCi
AKM,19,0.105,0.75,10.446250000000001,1.73,25.09,0.0,0.0,5.0,2.0,1.0,0.0,0.0,Sunflower_CiCi
Frag Grenade,2,0.5,0.5,2.13,1.89,2.37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Sunflower_CiCi
M416,71,0.169,0.29411764705882354,22.94588235294118,2.33,29.85,2.0,0.0,12.0,2.0,1.0,0.0,0.0,Madman________
Mk12,145,0.034,0.2857142857142857,293.9114285714286,124.22,543.96,0.0,0.0,5.0,0.0,0.0,2.0,0.0,Madman________
Mk12,40,0.075,0.625,141.90125,129.47,160.28,0.0,0.0,2.0,4.0,1.0,1.0,0.0,BLACKMOE
ACE32,31,0.129,0.0,16.645,15.82,17.6,1.0,0.0,2.0,0.0,1.0,0.0,0.0,aKmaKo
Mini14,21,0.333,0.0,148.04142857142855,120.88,168.69,0.0,0.0,3.0,0.0,2.0,2.0,0.0,aKmaKo
Thompson,14,0.286,0.0,28.73,28.73,28.73,1.0,0.0,3.0,0.0,0.0,0.0,0.0,aKmaKo
UMP45,27,0.111,0.0,70.85,70.85,70.85,1.0,0.0,1.0,0.0,0.0,1.0,0.0,aKmaKo
AUG,142,0.085,0.4782608695652174,23.543478260869566,13.34,42.41,0.0,0.0,14.0,3.0,1.0,5.0,0.0,king_of_wow
Frag Grenade,6,0.667,0.2,19.919999999999998,11.98,23.31,0.0,0.0,0.0,0.0,0.0,0.0,5.0,king_of_wow
Mk12,62,0.097,0.0,193.36666666666667,113.86,317.15,1.0,0.0,3.0,0.0,1.0,1.0,0.0,king_of_wow
ACE32,86,0.012,0.0,105.56,105.56,105.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CgS_Bzzljb
